time,cpu_useage,memory_useage,kB_rd/s,kB_wr/s,disk_total_read,disk_total_write,cache_hit_rate,concurrent_users,lock_wait_count,error_cnt_per_second,logical_reads_per_second,physical_reads_per_second,active_session,transactions_per_second,rows_scanned_per_second,rows_inserted_per_second,rows_updated_per_second,rows_deleted_per_second,auto_vacuum_cnt_per_second,filesys_use_rate
1712839680.3325534,60.0,13.8,0.07,0.16,0.0,0.0,0.9869357924219183,2.0,0.0,1.0,329509.0,3014.0,17.0,305.0,132011.0,303.0,606.0,303.0,0.0,0.1880876849102054
1712839681.3338525,156.2,13.8,0.08,0.17,0.0,0.0,0.9869292435913292,2.0,0.0,1.0,406429.0,3668.0,17.0,377.0,163059.0,375.0,750.0,375.0,0.0,0.1880876849102054
1712839682.3348875,18.8,13.8,0.08,0.17,0.0,0.0,0.9869239741927212,2.0,0.0,1.0,296531.0,2910.0,17.0,281.0,119199.0,273.0,546.0,273.0,0.0,0.1880876849102054
1712839683.3359084,193.3,13.8,0.08,0.18,2920.34,1460.17,0.9869205724695582,2.0,0.0,1.0,200179.0,1895.0,17.0,184.0,80227.0,182.0,364.0,182.0,0.0,0.1880876849102054
1712839684.3370144,118.8,13.8,0.08,0.18,0.0,0.0,0.9869139684875098,2.0,0.0,1.0,345828.0,3595.0,17.0,320.0,138340.0,318.0,636.0,318.0,0.0,0.1880876849102054
1712839685.338039,73.3,13.8,0.08,0.18,0.0,350.72,0.9869078458539554,2.0,0.0,1.0,346748.0,3384.0,17.0,327.0,139120.0,319.0,638.0,319.0,0.0,0.1880876849102054
1712839686.3391235,80.0,13.8,0.08,0.19,1052.19,0.0,0.986898697030386,2.0,0.0,1.0,507557.0,5028.0,17.0,473.0,203991.0,471.0,942.0,471.0,0.0,0.1880876849102054
1712839687.3401923,66.7,13.8,0.08,0.19,0.0,0.0,0.9868931617169983,2.0,0.0,1.0,304367.0,3045.0,17.0,281.0,121993.0,279.0,558.0,279.0,0.0,0.1880876849102054
1712839688.3412557,166.7,13.8,0.08,0.19,0.0,0.0,0.9868874018874345,2.0,0.0,1.0,343054.0,3213.0,17.0,321.0,136482.0,313.0,626.0,313.0,0.0,0.1880876849102054
1712839689.3423676,133.3,13.8,0.08,0.19,709.19,6028.09,0.986881731817694,2.0,0.0,1.0,347367.0,3182.0,17.0,322.0,139627.0,320.0,640.0,320.0,0.0,0.1880876849102054
1712839690.3434162,153.3,13.8,0.08,0.19,600.9,300.45,0.9868738212898021,2.0,0.0,1.0,454513.0,4562.0,17.0,442.0,183669.0,421.0,842.0,421.0,0.0,0.1880876849102054
1712839691.3444839,193.8,13.8,0.08,0.19,359.76,359.76,0.986866725301298,2.0,0.0,1.0,402550.0,3964.0,17.0,378.0,160696.0,370.0,740.0,370.0,0.0,0.1880876849102054
1712839692.345524,100.0,13.8,0.08,0.2,0.0,0.0,0.9868591719683589,2.0,0.0,1.0,465785.0,4252.0,17.0,429.0,184359.0,425.0,850.0,425.0,0.0,0.1880876849102054
1712839693.346638,0.0,13.8,0.08,0.2,0.0,361.05,0.9868567084679244,2.0,0.0,1.0,155107.0,1407.0,17.0,143.0,63121.0,141.0,282.0,141.0,0.0,0.1880876849102054
1712839694.3476834,0.0,13.8,0.08,0.2,364.09,0.0,0.9868546840445,2.0,0.0,1.0,129431.0,1160.0,17.0,124.0,52181.0,116.0,232.0,116.0,0.0,0.1880876849102054
1712839695.3487306,106.7,13.8,0.08,0.2,696.08,4872.6,0.9868512741403739,2.0,0.0,1.0,209842.0,1931.0,17.0,194.0,84830.0,192.0,384.0,192.0,0.0,0.1880876849102054
1712839696.3498194,153.3,13.8,0.08,0.2,345.3,2417.12,0.9868411307152993,2.0,0.0,1.0,629258.0,5713.0,17.0,585.0,252380.0,583.0,1166.0,583.0,0.0,0.1880876849102054
1712839697.3508458,153.3,13.8,0.08,0.2,366.93,8072.41,0.9868336304316845,2.0,0.0,1.0,450426.0,4207.0,17.0,423.0,180402.0,415.0,830.0,415.0,0.0,0.1880876849102054
1712839698.351896,173.3,13.8,0.08,0.2,361.32,190416.14,0.9868257383251647,2.0,0.0,1.0,477907.0,4437.0,17.0,442.0,191247.0,440.0,880.0,440.0,0.0,0.1880876849102054
1712839699.3525383,281.2,13.8,0.08,0.21,358.28,9315.2,0.9868183509049093,2.0,0.0,1.0,441249.0,4139.0,17.0,410.0,177621.0,408.0,816.0,408.0,0.0,0.1880876849102054
1712839700.3535414,187.5,13.8,0.08,0.21,360.46,9372.039999999999,0.9868094271469678,2.0,0.0,1.0,536852.0,5014.0,17.0,503.0,214648.0,495.0,990.0,495.0,0.0,0.1880876849102054
1712839701.3545272,181.2,13.8,0.08,0.21,6070.36,357.08,0.9868007653791382,2.0,0.0,1.0,524830.0,4877.0,17.0,483.0,208804.0,481.0,962.0,481.0,0.0,0.1880876849102054
1712839702.355611,262.5,13.8,0.08,0.21,353.3,0.0,0.9867909156269057,2.0,0.0,1.0,574434.0,5510.0,17.0,536.0,231930.0,534.0,1068.0,534.0,0.0,0.1880876849102054
1712839703.3566196,181.2,13.8,0.08,0.22,717.48,10403.58,0.9867816616548513,2.0,0.0,1.0,578131.0,5249.0,17.0,540.0,230465.0,532.0,1064.0,532.0,0.0,0.1880876849102054
1712839704.3577204,25.0,13.8,0.08,0.22,712.22,7478.23,0.9867717355836056,2.0,0.0,1.0,608633.0,5614.0,17.0,564.0,244001.0,562.0,1124.0,562.0,0.0,0.1880876849102054
1712839705.358742,226.7,13.8,0.08,0.22,355.88,7117.51,0.986764642703838,2.0,0.0,1.0,429930.0,4002.0,17.0,398.0,172614.0,396.0,792.0,396.0,0.0,0.1880876849102054
1712839706.3598454,140.0,13.8,0.08,0.22,0.0,0.0,0.9867552032931378,2.0,0.0,1.0,575507.0,5341.0,17.0,540.0,230941.0,532.0,1064.0,532.0,0.0,0.1880876849102054
1712839707.3609762,186.7,13.8,0.08,0.22,2459.74,16515.43,0.9867435722220111,2.0,0.0,1.0,678696.0,6518.0,17.0,627.0,270826.0,625.0,1250.0,625.0,0.0,0.1880876849102054
1712839708.3620398,180.0,13.8,0.08,0.23,701.38,350.69,0.9867332669081151,2.0,0.0,1.0,637788.0,5865.0,17.0,592.0,256228.0,590.0,1180.0,590.0,0.0,0.1880872953795431
1712839709.3630786,212.5,13.8,0.08,0.23,0.0,8599.29,0.9867207751291555,2.0,0.0,1.0,794837.0,7192.0,17.0,743.0,318693.0,735.0,1470.0,735.0,0.0,0.1880872953795431
1712839710.3641918,250.0,13.8,0.08,0.23,0.0,7866.81,0.9867118968020538,2.0,0.0,1.0,573303.0,5110.0,17.0,531.0,230229.0,529.0,1058.0,529.0,0.0,0.1880872953795431
1712839711.3652134,181.2,13.8,0.08,0.23,12494.31,186756.91999999998,0.9867018100646723,2.0,0.0,1.0,630308.0,5764.0,17.0,585.0,253630.0,583.0,1166.0,583.0,0.0,0.1880872953795431
1712839712.3662558,250.0,13.8,0.08,0.23,350.3,1401.21,0.9866898227793105,2.0,0.0,1.0,734718.0,6828.0,17.0,688.0,295504.0,680.0,1360.0,680.0,0.0,0.1880872953795431
